,storyID,url,title,country,dialect,speaker,utterance
6161,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Johana]: ,"Ni siquiera yo hablé con él, y le dijo. “Ponga un vaso de agua”, "
6163,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Johana]: ,"Finalmente Johana tuvo a su hijo sano y por parto natural, algo que también le habían dicho era muy difícil. "
6165,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Juan Carlos]: ,"Me convertí en un absoluto creyente en todas esas coincidencias y en todas esos detalles que uno dice: “Esto me lo mandó Dios. Esto es de Dios. Esto es el espíritu. Esto es el yagé”. Y termina uno involucrado ciegamente, creyendo ciegamente en una persona. Pero, ciego, ciego. No te lo… no te lo niego."
6167,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Johana]: ,"Llegar al yagé y a Orlando Gaitán fue una situación de salud. El quedarme ahí, el seguir ese camino fue en agradecimiento. Y si uno tiene unas circunstancias tan particulares como las que yo viví y sale todo bien, tú solo puedes decir gracias. "
6169,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Juan Carlos]: ,"Él empieza a enseñarnos que cómo curar… que cómo hacer un masaje, que cómo curar un hueso roto y entonces nos da… Nos enseña terapias. Nos enseña cosas. Entonces… Y eso a los ojos de la comunidad, nosotros empezamos a ser sus discípulos más cercanos."
6171,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Juan Carlos]: ,"Tan pronto me recosté empiezo a tener una visión y empiezo a caminar por lugares espectaculares, colores impresionantes, todo se veía en oro. Entonces, ya no era una sensación de malestar sino una sensación orgásmica, de placer, de absoluto regocijo, de… celestial, lo llamo yo. "
6173,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Juan Carlos]: ,"Estar uno, eh, en medio de un pozo de… de… de agua espesa, putrefacta, oliendo a cuanta cosa fea. Y"
6175,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Juan Carlos]: ,A veces siente que se ahoga. El corazón se pone a mil y entonces ahí es donde uno se olvida físicamente de su cuerpo y se vomita uno encima de uno mismo y no tiene… su cabeza está en otro mundo.
6177,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Juan Carlos]: ,"Entonces Johana y Juan Carlos empezaron a invitar a más personas a que vivieran la experiencia del yagé, a que conocieran a Orlando Gaitán y su medicina indígena. A la gente le daba curiosidad, querían conocer a este taita que curaba. Ya para el 2003, Gaitán tenía todo un equipo."
6178,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Juan Carlos]: ,"El tipo se rodea de una médica, su esposa, un cardiólogo, su amigo, un arquitecto, una psicóloga, una antropóloga… O sea, tiene un staff de ocho o diez personas de un estatus altísimo, un nivel intelectual tan grande que a partir de eso recogemos a cualquiera que pase por el lado. O sea, él encuentra en nosotros la forma de atraer gente, atraer gente hacia él. "
6180,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Juan Carlos]: ,"Ya no solo eran las ceremonias de yagé los viernes, también hacían tertulias otros días sobre diferentes temas y hasta planeaban encuentros con taitas de otras comunidades indígenas para aprender de sus culturas. Johana se sentía feliz. "
6181,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Johana]: ,"Era una comunidad de luz, de amor, de apoyo, de… de cosas… todos valores muy bonitos. Y era como un honor estar uno ahí en cosas bonitas, en… ayudando a la gente. Y yo pues cumpliendo mi misión de agradecimiento por… por la vida de mi hijo, pues, ¿qué más le podía pedir la vida?"
6183,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Johana]: ,"También llegaron a estar en una bodega que Juan Carlos tenía para guardar materiales de construcción. Cada vez era más gente. Muchas veces, el yagé producía gritos y llantos así que los vecinos empezaron a asustarse y a llamar a la policía. "
6185,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Juan Carlos]: ,"Vemos la necesidad de comprar un sitio cerca a Bogotá para que vaya gente a tomar yagé. Y aparece una finca, cerca a… a… a… en La Vega ya. "
6187,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Juan Carlos]: ,"Se llamaba la finca El sol naciente. Otra, dije: “No eso es el espíritu. Eso debe ser Dios que nos ha mandado esa finca”. Entonces nosotros todos nos endeudamos. "
6189,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Juan Carlos]: ,Y pagamos la finca en efectivo. Compramos esa finca en 135 millones de pesos.
6191,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Juan Carlos]: ,"Cuando tuvieron la finca, decidieron construir una maloca. Un lugar sagrado en el que las culturas indígenas del Amazonas normalmente hacen ceremonias como la toma de yagé. La idea era que fuera un templo sagrado de la comunidad. "
6193,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Juan Carlos]: ,"Emprendemos el proyecto de construir la maloca y no es sino abrir la boca y decir: “Señores, tenemos que construir nuestro templo”. Y obviamente nadie se niega y todo el mundo empieza a poner plata y todo el mundo ponía, y ponía y se aparece la plata. "
6195,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Juan Carlos]: ,"Gaitán decidió que la maloca fuera redonda, en madera y con hojas secas en el techo. Además, como solía mezclar varias culturas, le pidió a Juan Carlos que se basara en la tradición maya para su construcción: como el calendario maya tiene 13 lunas —o sea, 13 meses— la maloca debía estar sostenida por doce columnas y Orlando Gaitán representaría la treceava."
6197,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Juan Carlos]: ,"Todo está fríamente programado por el gran espíritu, por el espíritu de Dios y que nosotros somos los elegidos pa’ salvar este mundo. Y desde ese momento empezamos a planear la vida a mil años. "
6199,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Voz]: ,"“Somos una comunidad que vive el pensamiento ancestral amerindio. A través de la mediación cultural y espiritual, somos una comunidad que sana y se sana a sí misma, comprometida con la salvaguarda de la vida y el reconocimiento de la memoria ancestral”."
6201,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Voz]: ,"Volvamos a Andrea, con la que empezamos esta historia. Quedamos en que ella decidió hacer un viaje largo con unos amigos, y que por eso y por las responsabilidades que aparecieron después para poder graduarse de la universidad, dejó de tomar yagé por dos años y medio. "
6203,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,"Cuando era Orlando Gaitán, yo dije: “Esto es una coincidencia muy brutal”, porque habían pasado como… como casi dos años y medio."
6205,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,Había cambiado drásticamente su apariencia física. Lo vi mucho más grande. Ya tenía el cabello largo. Tenía más collares. Estaba más gordo. Pero en ese momento me parecía una figura imponente. Expresaba respeto.
6207,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,"Después del premio, a mediados de los 90, empezaron a llamarlo para trabajar en el Ministerio de Salud como asesor de temas indígenas, y"
6208,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,"Yo le dije: “No, yo tomé con usted en San Luis”. “Ay, sí. Eso fue hace harto, no sé qué. Ahora tenemos una finca cerca a La Vega que se llama El sol naciente. Están invitados para que tomen allá yagé cuando quieran». "
6217,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,"Ya había una infraestructura mucho más grande. Ya había mucha más gente: 200, 300 personas. "
6219,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,"Te abrían una historia clínica, con unos roles muy definidos. Un lugar… una finca llena de gente que iba a tomar yagé. Pues con una logística bastante organizada. "
6221,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,Aquí Mariana nos sigue contando.
6223,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,"Mucha gente a su alrededor preguntándole, poniéndole atención, escuchándole hablar, sentados alrededor de él. Pues, me parecía que era una persona que tenía que comunicar algo valioso, pues para que tuviera a la gente su alrededor. Y, efectivamente, tiene una cualidad de comunicarse muy acertadamente. "
6225,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,"Sentías como… como cierta fraternidad. Pues gente muy querida, muy afable. Pues, me… me recogían en la casa. Me llevaban. No me cobraban. Me invitaban a desayunar. Querían hablar conmigo. Pues no, yo dije: “Una comunidad de gente muy linda, muy lindos”. "
6227,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,"El proceso para tomar yagé ahora era un poco diferente. Seguía siendo los fines de semana pero ahora durante dos días: viernes y sábados. Los integrantes de la comunidad llegaban en la tarde a la finca y se bañaban con hierbas en duchas para limpiar el cuerpo de las malas energías que traían de la ciudad. Después se vestían de blanco con ropa que ellos mismos llevaban y entraban a la maloca siempre de espaldas, pues era la forma de mostrarle respeto a ese lugar. Luego se sentaban alrededor del taita."
6228,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,"Empezaba con una tertulia. Siempre se dividió a la izquierda los hombres, a la derecha las mujeres. "
6230,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,"Después cantabas un Padre Nuestro, eh, curaban el yagé. "
6233,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,Había una barrera de hombres.
6235,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,Después estaba como el fuego que había en la mitad de la maloca. 
6237,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,"Después seguían las mujeres, que bailábamos. "
6239,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,"Y uno empezaba a bailar y a cantar, a cantar, a bailar, a bailar. "
6241,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,"Apagaban las luces y empezaban a dar el yagé. Y uno se quedaba en su lugarcito, donde estuviera, donde cuadrara su "
6243,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,"En el momento de las tomas Gaitán decidía a quién le haría una curación, dependiendo de las historias clínicas y la urgencia de la persona. Claramente no eran todas las que estaban ahí, sino las que él considerara."
6244,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,"Entonces se hacía un semicírculo, llamaban a las personas que iban a curar previamente. Las curaciones eran con la luz apagada."
6246,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,Con cada persona se tomaba su tiempo y en todo ese proceso de curar se podía demorar unas dos horas. Después de la media noche se hacía una segunda toma de yagé. 
6248,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,"Desde el 2008, la alcaldía de Bogotá empezó a contratar a la Fundación Carare para proyectos con varias entidades de salud, educación, cultura. Andrea trabajaba en la Secretaría de Integración Social y ahí la fundación tenía un proyecto destinado a personas con discapacidad. Andrea empezó a involucrarse más con esa iniciativa."
6249,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,"Y Orlando Gaitán, eh, pues empezó a estar muy cercano a mí. Y empecé yo a tener una relación muy estrecha con la esposa de Orlando Gaitán. Y estar muy cerca. De invitarme a cine, de invitarme a su casa a comer los fines de semana, de hacer proyectos con ellos, de llevarme en su camioneta. "
6251,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,"Dejé de salir con mis amigos a rumbear. Ya ni siquiera iba a almuerzos familiares. Ya me empecé como a aislar un poco. Ya estaba en un estado, pues, mejor dicho, de catarsis emocional. Ya no hacía nada malo. Ya no tenía ni malos pensamientos. Con el novio que salía ya decía: “No, como tú no tomas yagé, entonces no, no me interesas”. Entonces mi mundo ya empezó a gravitar alrededor de ellos, de Orlando."
6253,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,"Empecé a comprar vestidos blancos y largos. Entonces ya tenías tú ciertos distintivos de la comunidad: que el collar, que el brazalete en la cabeza, que la camisa de la comunidad. Empiezas a ser parte de. Y te vas involucrando y te vas involucrando, hasta que ya estás por completo imbuida en esa dinámica y en un rol. Y nadie me dijo: “Vístase de blanco”. Nadie me dijo nada. Yo sola lo hice. Yo sola lo hice. "
6255,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,"Gaitán decidía quién podía ponerse cusma y eso sin duda era un símbolo de estatus: los encusmados, como se les decía a estas personas, eran los más cercanos a él. Representaba su compromiso con la comunidad, con el taita y con el camino espiritual que les mostraba el yagé. Y, claro, Andrea pertenecía a ese grupo, era una encusmada."
6257,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,"¿Recuerdan a Juan Carlos? ¿El arquitecto que diseñó la maloca, esposo de Johana? Pues él lo explica así: "
6258,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Juan Carlos]: ,"Pídele… pide permiso a Dios y a él para hablar. Así hable 20 veces, cada vez que para: “Pido permiso al espíritu, al taita para poner mi palabra”. Ese es el… es el taita, es el chamán, es el… el sabedor, es el guía espiritual. O sea sin el guía uno no… no se mueve. No hace nada. "
6260,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Juan Carlos]: ,"Yo absolutamente le di toda, toda, toda la autoridad para que él eligiera el color de mis carros. Si yo iba a comprar un carro le avisaba y él me decía si sí o si no. "
6262,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Juan Carlos]: ,"Entonces, a él no le gustó mucho y, desafortunadamente, el carro tuvo problemas, tuvo fallas. Entonces, él me dijo: “Eso fue por no preguntar”. Obviamente me sentí culpable y yo vendí ese carro"
6264,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,"Le contaban cuáles eran sus finanzas, qué dinero tenían, qué negocios tenían. Todo se lo contaban. Todo. Cuánto tenían en el banco, cuánto debían, si eran infieles, con quién, todos sus pensamientos. Todo lo que te puedas imaginar, ese señor tenía toda la información de todas las personas de esa comunidad. "
6266,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,"Cosas de la intimidad de la gente las sacaba en medio de las tertulias: “Ay, sí, es que como a usted le gusta sacarse los mocos o como usted se masturba». Eh, se burlaba de las mujeres que no tenían novio porque podían ser lesbianas. Entonces hacía chistes de eso. Hacía chistes machistas. "
6268,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,"Pero lo cierto es que las mujeres y los hombres comían en platos distintos, no consumían las mismas plantas medicinales antes de las ceremonias y hasta se ubicaban en espacios diferentes durante las tomas de yagé. Pero eso no era todo: las mujeres le contaban al taita si tenían la menstruación y cuando eso pasaba las excluían y les decían “encuchadas”."
6269,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,"“Encuchadas” era una forma despectiva de decirle que está menstruando y no puede estar cerca. Te tocaba estarte allá y nadie te llevaba la comida. Te rechaza. Te aísla. Te mengua: “Ah, como estás menstruando entonces no… no tienes la calidad para estar entre el grupo”. Era un motivo de exclusión fuerte."
6271,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,"Nadie se atrevía a llevarle la contraria al taita porque si alguien le discutía, hacía algo que él considerara malo o se desviaba del camino que debían seguir, le hacía una especie de juicio público en la maloca y el resto de la comunidad se descargaba contra esa persona."
6272,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Juan Carlos]: ,"“Usted es un creído, que usted es un déspota, que usted es un no sé qué”. Y la gente está ahí sentada y se siente lapidada. Se siente desnuda porque todo el mundo socialmente lo coge y lo juzga. La gente le tiene temor a que algún día lo pasen a uno por ese tipo de expiación, ¿no? Pues simplemente la gente trata de no embarrarla y de decir sí a todo."
6274,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,Entonces uno no quería importunarlo. Una sola mirada bastaba para que ya te aprobara o te reprobara. Así era el tipo: ese temor reverencial que le infundía a uno su presencia. 
6276,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,"“No, es que esa es lesbiana. No, es que ese es gay. No, es que empezaron a salir una cantidad de traumas. No, que tiene el negativo alborotado, que es envidioso, blablablá, que es ladrón, que se robó una plata”. Esas eran las formas de encubrir a los que se salían de la comunidad, y los que quedábamos en la comunidad éramos los elegidos, los que estábamos en un proceso de ayudar a la humanidad, de salvarla y blablablá.."
6278,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,"Andrea se quedó en la comunidad. No le veía sentido a salirse porque se sentía bien con las personas y aprendiendo del taita. Pero un día, a principios de 2010, en una curación durante una ceremonia pasó algo. "
6280,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,"Gaitán le hizo la curación y luego le dijo que después de la segunda taza de yagé fuera al consultorio que había en la finca para examinarla. Según le explicó, por alguna razón sobrenatural, se había dado cuenta que el dispositivo estaba mal acomodado y eso podría causarle problemas."
6282,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,"“El taita te va a hacer una curación en camilla, tienes que quitarte la ropa”. Yo me acuesto en la camilla y él me dice: “Voy a revisarte el dispositivo intrauterino”. Como cual médico que le va a hacer a uno una… lo va a auscultar, pues yo no le vi ningún problema. "
6285,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,"Me empieza a tocar el clítoris, me empieza a tocar los senos y yo le dije: “No, taita, yo me siento incómoda”."
6287,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,"El tipo como que ve que yo no me excito ni nada por el estilo y me dice: “No, no, no, mejor, eh, vístase y… y hacemos otro tipo de curación”. Y yo le dije: “Bueno, listo, taita”. "
6289,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,"Que porque le podía pasar algo a la familia, que porque era algo muy privado, que porque la gente se podía llenar de envidia, bla, bla, bla, bla… "
6291,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,"Pero van pasando los días y yo me voy sintiendo muy incómoda. Me voy sintiendo muy incómoda. Yo dije: “No, pero, ¿cómo así?”. Algo no estaba bien. Algo en mi sentir no estaba bien. "
6293,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,"Tomamos yagé, un yagé muy fuerte, o sea, muy fuerte. Yo me sentía muy, muy mal físicamente. Y pido que me lleven a hablar con el taita. Y yo estaba mal físicamente. "
6295,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,"Yo le digo: “Taita, esa curación que usted me hizo me ha hecho sentir muy mal. Yo no me siento bien”. Y llega y me dice: “Ay, mija”. Me coge el hombro. Me da tres palmaditas y me dice: “Ay, mija, deje de ser tan juzgona. Tranquila”. Y yo quedé como: plop. Yo soy la que tengo un problema. Yo soy la que estoy juzgando. Yo soy la que estoy pensando mal. Yo me sentía muy mal conmigo misma, muy incómoda. No… una noche eterna. Y ya, pasó así. Nunca después de eso me volvió a hacer algún tocamiento abusivo."
6297,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,"Una de las razones era que la comunidad Carare tenía una jerarquía clara. Por un lado estaban los seguidores cercanos a Gaitán, sus discípulos. Los que aprendían los rituales y le organizaban la agenda. Los que lo cuidaban y preparaban las bebidas. También estaban los de la mitad, aquellos que no eran tan cercanos al taita, pero que por su posición socioeconómica que les permitía donar plata a la comunidad, los trataba bien. Los aconsejaba personalmente. Y por último estaban aquellos a los que rechazaban. Los que, según las normas de la comunidad, cometían errores o se desviaban del camino que debían seguir."
6299,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,Un rol al que casi todo el mundo le huía.
6301,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,Porque pues lavar los baños es desagradable para cualquiera.
6303,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,El cuento que le echaban a uno era que lavar los baños era parte de un proceso de curación que uno tenía. 
6305,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,"No lavaban los baños ni los cercanos a Orlando, ni la esposa de Orlando, ni los papás de la esposa de Orlando, ni la hermana, ni el novio. Los que lavaban los baños eran, pues, la gente que estaba como en la periferia de la comunidad. "
6307,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,"“Andrea: Por qué no presenta ese premio en la maloca porque usted fue la que se ideó eso y ta ta ta”. Y yo lo presenté, e inmediatamente yo presento ese premio, la esposa de Orlando empieza a segregarme. Algo pasó. Algo no le cayó bien, porque yo fui a saludarla: “Hola, ¿cómo estás?” y me dice: “No se me acerque”. "
6309,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,"A Andrea le pareció un poco raro. Pero, nuevamente, si el taita lo decía era por algo, así que siguió su recomendación. "
6310,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,"Y, mientras tanto, la mujer hágame la vida imposible, hágame la vida imposible. Y todo su séquito de mujeres alrededor de la Panche "
6312,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,"Era una cosa compleja porque… porque sentías cómo te segregaban. O sea, cómo… estabas como en la periferia. Pues, claro, yo me sentía terrible porque ya no tenía un rol chévere. Ya hacía parte como de los parias, ¿no? "
6314,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,"Andrea se empezó a sentir cada vez más incómoda. Entonces, cuando en el 2012 le salió una oferta de trabajo lejos de Bogotá, no dudó un segundo y se fue. "
6316,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,Como estaba un poco como sentida entonces empecé a pensar en todas las cosas feas que me habían pasado en la comunidad.
6318,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,"En ese momento Andrea ya no tenía ese miedo por Gaitán y sentía que debía desahogarse. Buscó a una amiga, la única persona de la comunidad con la que todavía se hablaba en ese momento y que también se había retirado hacía un tiempo."
6319,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,"Le pregunto que si alguna vez él la ha tocado, porque se me viene eso a la cabeza, y me dice: “Sí, él me ha hecho varios tactos vaginales”."
6321,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,"Entonces, Andrea pensó en Lina."
6323,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Andrea]: ,"Andrea tenía muchas preguntas para hacerle sobre el taita, pero le daba un poco de miedo su reacción. Lina había estado ahí muchos años y, según ella, el taita y el yagé la sacaron de una depresión muy fuerte que casi la lleva al suicidio. Por eso se entregó completamente a la comunidad, incluso le daba su sueldo a Gaitán. Esta es Lina"
6324,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Lina]:, Era la fe. Era la confianza. Era el amor hacia un padre. Era el padre que supuestamente yo nunca había tenido. 
6326,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Lina]:, Entonces nos encontramos creo que en una cafetería y me dice: “Orlando abusó de mí”. 
6328,good-28,https://radioambulante.org/transcripcion/13-lunas-transcripcion,['13-lunas-transcripcion'],Colombia,Colombian,[Lina]:," La escucho. La escucho en ese instante. Entonces eso fue… dije: “No, por Dios”. O sea, en ese momento me solidarizo profundamente con ella, porque ya sé de lo que me está hablando."
