,target,source,dialect,region,speaker,utterance
57401,False,childes,Spain,Spain,FAT-JUA,"se está lavando las manos , sí ."
57405,False,childes,Spain,Spain,FAT-JUA,ven .
57408,False,childes,Spain,Spain,FAT-JUA,a ver .
57417,False,childes,Spain,Spain,FAT-JUA,< le damos > [/] le damos un bocadillo de sopa de piedra también a ella ?
57423,False,childes,Spain,Spain,MOT-JUA,qué bocata más rico .
57457,False,childes,Spain,Spain,FAT-JUA,es un pavo .
57458,False,childes,Spain,Spain,MOT-JUA,un pavo .
57462,False,childes,Spain,Spain,FAT-JUA,por que este no te lo sabes .
57466,False,childes,Spain,Spain,MOT-JUA,yo creo que ya es tarde no ?
57470,False,childes,Spain,Spain,FAT-JUA,uh@i .
57493,False,childes,Spain,Spain,MOT-JUA,sí .
57537,False,childes,Spain,Spain,FAT-JUA,sí .
57548,False,childes,Spain,Spain,FAT-JUA,no .
57555,False,childes,Spain,Spain,FAT-JUA,también la cigüeña ?
57589,False,childes,Spain,Spain,FAT-JUA,"ah , que luchan . [+ ADS]"
57600,False,childes,Spain,Spain,FAT-JUA,"este qué me lo das , para hacer lo a mí ?"
57602,False,childes,Spain,Spain,FAT-JUA,estos dos los ha hecho Juan solo .
57610,False,childes,Spain,Spain,FAT-JUA,mira .
57648,False,childes,Spain,Spain,FAT-JUA,ya tenemos cuatro dragones &-eh ?
57655,False,childes,Spain,Spain,FAT-JUA,dice “más alto para que corriera” .
57662,False,childes,Spain,Spain,FAT-JUA,claro .
57686,False,childes,Spain,Spain,FAT-JUA,&-eh ?
57691,False,childes,Spain,Spain,FAT-JUA,no te preocupes .
57693,False,childes,Spain,Spain,FAT-JUA,cómo ?
57700,False,childes,Spain,Spain,FAT-JUA,a ver .
57707,False,childes,Spain,Spain,FAT-JUA,uno dos tres .
57713,False,childes,Spain,Spain,FAT-JUA,vamos a decir le adiós .
57718,False,childes,Spain,Spain,FAT-JUA,es la última grabación ya .
57722,False,childes,Spain,Spain,MOT-JUA,ahora todo lo repite .
57725,False,childes,Spain,Spain,FAT-JUA,"tienes una granja , sí ."
57744,False,childes,Spain,Spain,MOT-JUA,y otros días nada .
57756,False,childes,Spain,Spain,FAT-JUA,sí .
57761,False,childes,Spain,Spain,FAT-JUA,qué le quieres decir a Javier ?
57762,False,childes,Spain,Spain,FAT-JUA,le quieres dar las gracias ?
57776,False,childes,Spain,Spain,FAT-JUA,por ahí se asoma .
57812,False,childes,Spain,Spain,FAT-JUA,enséña le el dragón .
57824,False,childes,Spain,Spain,FAT-JUA,sube .
57831,False,childes,Spain,Spain,FAT-JUA,&-eh ?
57839,False,childes,Spain,Spain,FAT-JUA,si tú le enseñas ahí el dragón (.) fíjate qué boca sale .
57841,False,childes,Spain,Spain,FAT-JUA,que esto no es para que juegue Juan .
57843,False,childes,Spain,Spain,MOT-JUA,si no te veo .
57848,False,childes,Spain,Spain,MOT-JUA,hola [x 2] .
57851,False,childes,Spain,Spain,FAT-JUA,venga .
57852,False,childes,Spain,Spain,FAT-JUA,vamos a cantar le otra .
57855,False,childes,Spain,Spain,MOT-JUA,cuál cantamos ?
57866,False,childes,Spain,Spain,FAT-JUA,venga .
57894,False,childes,Spain,Spain,FAT-JUA,qué estás haciendo ?
57924,False,childes,Spain,Spain,FAT-JUA,espera [x 2] .
57934,False,childes,Spain,Spain,FAT-JUA,qué bien ?
57959,False,childes,Spain,Spain,FAT-JUA,tengo esta que es verde larga .
57977,False,childes,Spain,Spain,FAT-JUA,parece un pez ? [+ ADS]
57990,False,childes,Spain,Spain,FAT-JUA,mira .
57995,False,childes,Spain,Spain,FAT-JUA,para que corriera . [+ ADS]
58003,False,childes,Spain,Spain,FAT-JUA,claro .
58045,False,childes,Spain,Spain,FAT-JUA,así .
58061,False,childes,Spain,Spain,FAT-JUA,pero eso lo estoy diciendo yo .
58080,False,childes,Spain,Spain,FAT-JUA,sí ?
58081,False,childes,Spain,Spain,FAT-JUA,y que lo hemos pasado muy bien .
58086,False,childes,Spain,Spain,FAT-JUA,y que cuando Juan sea mayor [x 2] tendrá un recuerdo muy bonito que van a ser las cintas .
58118,False,childes,Spain,Spain,FAT-JUA,a ver .
58125,False,childes,Spain,Spain,FAT-JUA,le vas a tirar un beso (.) a Javier ?
58141,False,childes,Spain,Spain,FAT-JUA,no está Papá ? [+ ADS]
58145,False,childes,Spain,Spain,FAT-JUA,ya falta muy poquito .
58150,False,childes,Spain,Spain,FAT-JUA,toma .
58154,False,childes,Spain,Spain,FAT-JUA,con Sisebuto y Loenio .
58157,False,childes,Spain,Spain,FAT-JUA,mira .
58168,False,childes,Spain,Spain,FAT-JUA,vaya .
58180,False,childes,Spain,Spain,FAT-JUA,si tú le enseñas ahí el dragón (.) fíjate qué boca sale .
58183,False,childes,Spain,Spain,MOT-JUA,es que si no no sé dónde tengo que poner la cámara .
58184,False,childes,Spain,Spain,MOT-JUA,si no te veo .
58190,False,childes,Spain,Spain,MOT-JUA,vamos a cantar le una canción .
58196,False,childes,Spain,Spain,MOT-JUA,cuál cantamos ?
58212,True,childes,Mexican,Mexico,FAT-AAH,(en)tonces aho(r)ita vamos a instalar todas las que tienen Windows_vista@s:eng ?
58215,True,childes,Mexican,Mexico,FAT-AAH,está bien .
58225,True,childes,Mexican,Mexico,FRI-AAH,sí lo vas a tomar ?
58226,True,childes,Mexican,Mexico,FAT-AAH,yo ya fui a uno de (.) certificación de Microsoft@s:eng .
58244,True,childes,Mexican,Mexico,FRI-AAH,+< sí porque si cambiaron un poco el ambiente ver(d)a(d) del otro del &x &p ?
58257,True,childes,Mexican,Mexico,FAT-AAH,&aja sí .
58265,True,childes,Mexican,Mexico,FRI-AAH,+< el cambio .
58268,True,childes,Mexican,Mexico,FAT-AAH,y con Windows_vista@s:eng no te (.) no te deja .
58286,True,childes,Mexican,Mexico,FRI-AAH,fíjate .
58293,True,childes,Mexican,Mexico,FRI-AAH,por máquina ?
58296,True,childes,Mexican,Mexico,FAT-AAH,sí .
58306,True,childes,Mexican,Mexico,FAT-AAH,ponle que asistentes hay alrededor como (.) digamos que son cuarenta asistentes .
58308,True,childes,Mexican,Mexico,FRI-AAH,+< ándale .
58320,True,childes,Mexican,Mexico,FRI-AAH,nada más en i@l p@l h@l ?
58338,True,childes,Mexican,Mexico,FRI-AAH,el cambio .
58339,True,childes,Mexican,Mexico,FAT-AAH,el cambio .
58344,True,childes,Mexican,Mexico,FAT-AAH,y ya ya casi todos bueno habría que sacarlos de operación todas las máquinas con Windows@s:eng noventa y ocho .
58347,True,childes,Mexican,Mexico,FRI-AAH,con mínimo x@l p@l ?
58359,True,childes,Mexican,Mexico,FAT-AAH,las están uniendo al dominio ?
58371,True,childes,Mexican,Mexico,FAT-AAH,+< pero do(s) dos mil siete o dos mil tres o cuál ?
58380,True,childes,Mexican,Mexico,FAT-AAH,a que adelantó el partido no ?
58393,True,childes,Mexican,Mexico,FRI-AAH,qué bueno porque están en el mi(s)mo grupo .
58394,True,childes,Mexican,Mexico,FRI-AAH,&ay que se vayan rezagando no import(a) .
58407,True,childes,Mexican,Mexico,FRI-AAH,no nos dice cuánto .
58412,True,childes,Mexican,Mexico,FAT-AAH,mañana ahorita metimos a todos lo que sale la general t@l g@l a@l y las máquinas que tenemos ahí en (.) en xxx se estaban este reportando con ese servidor .
58417,True,childes,Mexican,Mexico,FRI-AAH,&m pues no sé .
58431,True,childes,Mexican,Mexico,FRI-AAH,si no por_favor resist(i)era .
58432,True,childes,Mexican,Mexico,FAT-AAH,(es)tá bien ésta ?
58444,True,childes,Mexican,Mexico,FRI-AAH,nomás [: nada más] la primera a@l con .
58452,True,childes,Mexican,Mexico,FRI-AAH,se tienen se cargan al inicio verdad ?
58454,True,childes,Mexican,Mexico,FRI-AAH,se tarda más .
58462,True,childes,Mexican,Mexico,FRI-AAH,si quieres .
58488,True,childes,Mexican,Mexico,FRI-AAH,+< se le bajó un poco ?
58512,True,childes,Mexican,Mexico,FRI-AAH,igual atrás no ?
58519,True,childes,Mexican,Mexico,FAT-AAH,aquí ?
58548,True,childes,Mexican,Mexico,FAT-AAH,y el &ga el gateway@s:eng es la cincuenta y ocho dos cincuenta y uno no ?
58559,True,childes,Mexican,Mexico,FRI-AAH,sí .
58561,True,childes,Mexican,Mexico,FRI-AAH,sí se tarda un ratito .
58566,True,childes,Mexican,Mexico,FAT-AAH,y aquí por ejemplo bueno si te das cuenta que hay dos protocolos para t@l c@l p@l i@l p@l ?
58567,True,childes,Mexican,Mexico,FAT-AAH,que esta i@l p@l b@l seis e i@l p@l b@l cuatro .
58577,True,childes,Mexican,Mexico,FAT-AAH,sí .
58583,True,childes,Mexican,Mexico,FAT-AAH,entonces aquí le pongo la cincuenta y dos .
58592,True,childes,Mexican,Mexico,FRI-AAH,cincuenta y dos .
58608,True,childes,Mexican,Mexico,FAT-AAH,no ?
58616,True,childes,Mexican,Mexico,FRI-AAH,+< no .
58620,True,childes,Mexican,Mexico,FAT-AAH,no yo creo que va a ser este trabajo en grupo nada más .
58632,True,childes,Mexican,Mexico,FAT-AAH,sala d@l .
58644,True,childes,Mexican,Mexico,FAT-AAH,&te son la la una cuarenta y dos .
58645,True,childes,Mexican,Mexico,FRI-AAH,no se deja ?
58647,True,childes,Mexican,Mexico,FRI-AAH,pues ahorita lo intentamos con el cable cruzado .
58649,True,childes,Mexican,Mexico,FAT-AAH,no puedo cambiar la hora la hora la hora .
58657,True,childes,Mexican,Mexico,FAT-AAH,no ?
58659,True,childes,Mexican,Mexico,FAT-AAH,allá .
58678,True,childes,Mexican,Mexico,FAT-AAH,el día de la raza pero también el día del aniversario del América .
58686,True,childes,Mexican,Mexico,FRI-AAH,y sí les gusta el fútbol ?
58688,True,childes,Mexican,Mexico,FAT-AAH,Verónica sí ésa bueno así como que .
58691,True,childes,Mexican,Mexico,FRI-AAH,sí le gustó ?
58702,True,childes,Mexican,Mexico,FAT-AAH,sí o sea que en él en el medio campo en el &n haber un balón .
58708,True,childes,Mexican,Mexico,FAT-AAH,pero ésa era la idea original .
58711,True,childes,Mexican,Mexico,FAT-AAH,te digo y este (.) y no sé te ves y le da como tres vueltas al estadio y luego ya se le avientan el balón y se para encima de él .
58716,True,childes,Mexican,Mexico,FRI-AAH,qué edad tiene ?
58743,True,childes,Mexican,Mexico,FAT-AAH,sí lo que pasa es que (.) su papá era así bien futbolero o sea y sus hermanos también .
58748,True,childes,Mexican,Mexico,FRI-AAH,ah ya tienen ?
58749,True,childes,Mexican,Mexico,FAT-AAH,sí o sea somos amigos desde de años están somos amigos .
58756,True,childes,Mexican,Mexico,FAT-AAH,(en)tonces se rompió el &p el pie &c el pie se lo rompió se rompió el tobillo .
58766,True,childes,Mexican,Mexico,FAT-AAH,(en)tonces por ejemplo ahí este los equipos que juegan en esa liga son patrocinados por empresas por ejemplo .
58773,True,childes,Mexican,Mexico,FRI-AAH,todavía están esos campos no ?
58782,True,childes,Mexican,Mexico,FRI-AAH,+< sí sí llegue a_ver .
58803,True,childes,Mexican,Mexico,MOT-ACC,ven para acá .
58807,True,childes,Mexican,Mexico,FAT-ACC,pues está en el lado hija .
58827,True,childes,Mexican,Mexico,MOT-ACC,"no, escógele ."
58842,True,childes,Mexican,Mexico,FAT-ACC,"++ como de más bien, no uno si no los niños ."
58852,True,childes,Mexican,Mexico,FAT-ACC,"pues estabas pintando, no ?"
58855,True,childes,Mexican,Mexico,MOT-ACC,&ah sí .
58866,True,childes,Mexican,Mexico,FAT-ACC,+< qué hacemos ?
58899,True,childes,Mexican,Mexico,FAT-ACC,+< sí ?
58906,True,childes,Mexican,Mexico,FAT-ACC,+< &uchale no pero estamos mal .
58920,True,childes,Mexican,Mexico,FAT-ACC,"con el, la lluvia que cayó en la madrugada ."
58945,True,childes,Mexican,Mexico,FAT-ACC,ándale hija para irnos ya .
58946,True,childes,Mexican,Mexico,FAT-ACC,a_ver donde nos vamos a las huellas aunque sea .
58947,True,childes,Mexican,Mexico,MOT-ACC,+< no vas a ir a ningún lado ?
58948,True,childes,Mexican,Mexico,MOT-ACC,no vas a ir a ningún lado ?
58949,True,childes,Mexican,Mexico,MOT-ACC,entonces súbete por_favor .
58952,True,childes,Mexican,Mexico,FAT-ACC,"&ay  a ese no, y ahí está por la división del norte de la casa de Miguelito ."
58958,True,childes,Mexican,Mexico,MOT-ACC,+< por qué no te paras bien ?
58975,True,childes,Mexican,Mexico,MOT-ACC,ahí quédate .
58978,True,childes,Mexican,Mexico,FAT-ACC,ya ya ya ya .
58990,True,childes,Mexican,Mexico,FAT-ACC,++ su pera a Alberto por_favor .
59013,True,childes,Mexican,Mexico,FRI-ACC,sí ?
59022,True,childes,Mexican,Mexico,FRI-ACC,vinieron a visitarlos ?
59025,True,childes,Mexican,Mexico,FRI-ACC,&ah .
59029,True,childes,Mexican,Mexico,FRI-ACC,no no no .
59034,True,childes,Mexican,Mexico,FRI-ACC,+< mira .
59040,True,childes,Mexican,Mexico,FAT-ACC,ya tiene sueño yo creo .
59047,True,childes,Mexican,Mexico,FAT-ACC,"en lo que platico con tu madre, sí o no ?"
59050,True,childes,Mexican,Mexico,FRI-ACC,qué bonita .
59061,True,childes,Mexican,Mexico,FRI-ACC,ya se fue .
59076,True,childes,Mexican,Mexico,FAT-ACC,ven Ana .
59090,True,childes,Mexican,Mexico,FRI-ACC,híjole .
59110,True,childes,Mexican,Mexico,FRI-ACC,no no vino .
59113,True,childes,Mexican,Mexico,FAT-ACC,tiene hijitis el señor Polo .
59119,True,childes,Mexican,Mexico,FAT-ACC,a sí ?
59121,True,childes,Mexican,Mexico,FRI-ACC,+< cenaron y luego se fueron .
59125,True,childes,Mexican,Mexico,MOT-ACC,&m .
59148,True,childes,Mexican,Mexico,FAT-ACC,dos (..) a la vez .
59151,True,childes,Mexican,Mexico,FAT-ACC,no ya no .
59161,True,childes,Mexican,Mexico,FAT-ACC,"no te portes así conmigo, &eh ?"
59174,True,childes,Mexican,Mexico,MOT-ACC,ellos no se mueven ?
59191,True,childes,Mexican,Mexico,FAT-ACC,sí hijo tienes mamitis .
59192,True,childes,Mexican,Mexico,FAT-ACC,"+"" ven mamá ."
59200,True,childes,Mexican,Mexico,FRI-ACC,ahí me levanto temprano .
59216,True,childes,Mexican,Mexico,FRI-ACC,ahí no tenemos que salir .
59227,True,childes,Mexican,Mexico,MOT-ACC,+< y ya está todo .
59246,True,childes,Mexican,Mexico,FAT-ACC,y si qué ?
59250,True,childes,Mexican,Mexico,MOT-ACC,+< &mhm .
59252,True,childes,Mexican,Mexico,FRI-ACC,sí y luego unos dos o tres días y nos toca también la consulta .
59262,True,childes,Mexican,Mexico,MOT-ACC,que ya se enojó esta hija .
59266,True,childes,Mexican,Mexico,FAT-ACC,así que vamos a echarle ganas a esto .
59276,True,childes,Mexican,Mexico,FRI-ACC,no se les olvide dejarme la basura .
59296,True,childes,Mexican,Mexico,FAT-ACC,con estos niños .
59297,True,childes,Mexican,Mexico,MOT-ACC,+< que se sigan divirtiendo .
59299,True,childes,Mexican,Mexico,FAT-ACC,que nos estamos divirtiendo contigo ?
59309,True,childes,Mexican,Mexico,MOT-ACC,pues estaba allá .
59317,True,childes,Mexican,Mexico,FAT-ACC,"+< y lo sacas al frio, pues te va a hacer daño ."
59318,True,childes,Mexican,Mexico,FAT-ACC,+< sí o no ?
59326,True,childes,Mexican,Mexico,FAT-ACC,"+< no pero como que ella, hoy nadie la ayudó ."
59353,True,childes,Mexican,Mexico,MOT-ACC,no .
59355,True,childes,Mexican,Mexico,MOT-ACC,+< no .
59365,True,childes,Mexican,Mexico,FAT-ACC,+< no pues yo no he &pues puesto atención a eso .
59368,True,childes,Mexican,Mexico,FAT-ACC,lo malo es acá que los niños no quieren entrar a la Cruz Azul si no que al América .
59394,True,childes,Mexican,Mexico,FAT-ACC,ya va terminar .
59403,True,childes,Mexican,Mexico,FAT-ACC,tranquila .
59405,True,childes,Mexican,Mexico,MOT-ACC,"éste, éste ."
59421,True,childes,Mexican,Mexico,FAT-ACC,ya acabe .
59442,True,childes,Mexican,Mexico,FAT-ACC,tiene que ser todos los días .
59444,True,childes,Mexican,Mexico,FAT-ACC,dice Ale que son Sony .
59446,True,childes,Mexican,Mexico,MOT-ACC,cuanto te lo va dejar ?
59447,True,childes,Mexican,Mexico,FAT-ACC,quinientos pesos .
59467,True,childes,Mexican,Mexico,FAT-ACC,me dice no dice .
59473,True,childes,Mexican,Mexico,FAT-ACC,"+"" no cómase el corazón !"
59475,True,childes,Mexican,Mexico,FAT-ACC,y si todas las frutas igual .
59482,True,childes,Mexican,Mexico,FAT-ACC,"+< que hasta la papaya es para (.) cuando tienes una infección, te ayuda ."
59485,True,childes,Mexican,Mexico,FAT-ACC,aquí este .
59486,True,childes,Mexican,Mexico,FAT-ACC,"&uy (..) se cae se cae se cae la, la guayaba de mi hijo ."
59490,True,childes,Mexican,Mexico,FAT-ACC,ya no quieres ?
59497,True,childes,Mexican,Mexico,FAT-ACC,Juan Héctor (..) a su fiesta ?
59503,True,childes,Mexican,Mexico,MOT-ACC,+< &ah .
59505,True,childes,Mexican,Mexico,FAT-ACC,a los que fuimos .
59519,True,childes,Mexican,Mexico,FAT-ACC,ya tenemos que comprar el regalo de Alpuche de una vez .
59524,True,childes,Mexican,Mexico,FAT-ACC,sí ?
59538,True,childes,Mexican,Mexico,FAT-ACC,"xxx pon, márcale sus números ."
59555,True,childes,Mexican,Mexico,MOT-ACC,no quiso .
59556,True,childes,Mexican,Mexico,FAT-ACC,no quisó [: quiso] ?
59559,True,childes,Mexican,Mexico,MOT-ACC,y que mejor se esperaba otra oportunidad .
59568,True,childes,Mexican,Mexico,MOT-ACC,no es que mira estoy ocupado .
59574,True,childes,Mexican,Mexico,MOT-ACC,y el de Lupita me lo pasaron a mí .
59590,True,childes,Mexican,Mexico,FAT-ACC,lo peor es que cerraron si el de acá ya lo cerraron .
59591,True,childes,Mexican,Mexico,MOT-ACC,++ al Yoara .
59603,True,childes,Mexican,Mexico,MOT-ACC,"le ayuda a Tita, ahorita Ale me está ayudando a hacer las relaciones nada más ."
59604,True,childes,Mexican,Mexico,MOT-ACC,"y este (...) y el lice [: licenciado], el licenciado viene &uy si Ale no viene &um se le arma a la Ale ."
59613,True,childes,Mexican,Mexico,FAT-ACC,"+< no pues estás, estás, estás crítica ."
59626,True,childes,Mexican,Mexico,FAT-ACC,&ah .
59638,True,childes,Mexican,Mexico,FAT-ACC,+< cuatro .
59639,True,childes,Mexican,Mexico,MOT-ACC,&do cuatro .
59642,True,childes,Mexican,Mexico,MOT-ACC,o sea (.) &n &n no toma la decisión mira .
59657,True,childes,Mexican,Mexico,MOT-ACC,"yo sí tengo mucho trabajo, no ?"
59677,True,childes,Mexican,Mexico,MOT-ACC,para el mango ?
59689,True,childes,Mexican,Mexico,FAT-ACC,no pues es difícil que la Marisel encuentre un trabajo de medio tiempo .
59696,True,childes,Mexican,Mexico,MOT-ACC,"ya que me ponga quien quiera poner, no ?"
59702,True,childes,Mexican,Mexico,MOT-ACC,"pero pues ya, no ?"
59708,True,childes,Mexican,Mexico,MOT-ACC,"y se ha de, este enojar que no voy los sábados ."
59713,True,childes,Mexican,Mexico,FAT-ACC,los pobres niños que quieren mamá .
59721,True,childes,Mexican,Mexico,FAT-ACC,"cómo se aventaban de la plataforma, hija ?"
59743,True,childes,Mexican,Mexico,FAT-ACC,he visto una escuela por aquí cerca pero quien sabe que tan buena sea .
59758,True,childes,Mexican,Mexico,FAT-ACC,no pues mira .
59766,True,childes,Mexican,Mexico,FAT-ACC,vale ?
59772,True,childes,Mexican,Mexico,FAT-ACC,+< multiplicar más todavía .
59810,True,childes,Mexican,Mexico,FAT-ACC,+< por eso ya te dije cual es la temática .
59812,True,childes,Mexican,Mexico,FAT-ACC,"ya te dije cual es la temática mientras ella sigua viendo que tú no obedeces tampoco, ella no va a obedecer ."
59827,True,childes,Mexican,Mexico,FAT-ACC,ahí están de aquel lado .
59831,True,childes,Mexican,Mexico,FAT-ACC,déjalo hija .
59837,True,childes,Mexican,Mexico,FAT-ACC,entonc(es) tenemos que ver eso .
59848,True,childes,Mexican,Mexico,FAT-ACC,ten .
59855,True,childes,Mexican,Mexico,FAT-ACC,"llévate tu vestido, éste, mira ."
59866,True,childes,Mexican,Mexico,FAT-ACC,(es)pérate .
59880,True,childes,Mexican,Mexico,MOT-ACC,"entonces, no te lleves ése hija ."
59887,True,childes,Mexican,Mexico,FAT-ACC,ya hemos quedado que no ibas a gritar hija .
59890,True,childes,Mexican,Mexico,FAT-ACC,"que sí, que no, que tú, que yo, que tú, que Juan, que Juana ."
59895,True,childes,Mexican,Mexico,MOT-ACC,"pero sabes, no sé ."
59900,True,childes,Mexican,Mexico,MOT-ACC,"y se, ya se entra acá ."
59905,True,childes,Mexican,Mexico,FAT-ACC,mira es así .
59919,True,childes,Mexican,Mexico,FAT-ACC,por eso es de verano el vestido .
59930,True,childes,Mexican,Mexico,FAT-ACC,"si quieres, si no pues te pones otra cosa ."
59938,True,childes,Mexican,Mexico,MOT-ACC,no quieres que yo te ponga nada ?
59957,True,childes,Mexican,Mexico,FAT-ACC,&eh ?
59963,True,childes,Mexican,Mexico,FAT-ACC,rojo no .
59975,True,childes,Mexican,Mexico,FAT-ACC,&eh pero pues (.) qué tal si no te van a dar ningún día ?
59978,True,childes,Mexican,Mexico,FAT-ACC,"ve lo viendo porque si no mala, a mala hora me vas a decir siempre ."
59995,True,childes,Mexican,Mexico,FAT-ACC,"+< pues ése no te debe de quedar hija, ya está muy cortito ."
60026,True,childes,Mexican,Mexico,FAT-ACC,pues ya terminamos el día de hoy .
60031,True,childes,Mexican,Mexico,FAT-ACC,cuanto llevas tú !
60081,True,childes,Mexican,Mexico,FAT-ACC,"a poco le dijo, váyase de callejera ."
60122,True,childes,Mexican,Mexico,LAD-COP,tú qué eres ?
60157,True,childes,Mexican,Mexico,MOT-COP,&ay qué padre !
60160,True,childes,Mexican,Mexico,LAD-COP,"+< entonces te contestan como tú les estás hablando y si te contestaron en español, tú ya se los metiste en inglés y ellos te siguen  contestando y sí es pesado el sistema, o sea sí va muy pesado de xxx llevan, llevan muchas horas en inglés, pero es bonito porque se mete mucho canto, por ejemplo, cada tema, este sistema me gusta porque cada tema que tú ves de la familia tiene una canción ."
60174,True,childes,Mexican,Mexico,LAD-COP,"+< o sea entonces vas, aquí es vaciado porque vas oyendo como los chiquititos te van contestando ."
60176,True,childes,Mexican,Mexico,LAD-COP,+< sí eso es lo padre de que cuando vamos creciendo nos va costando más trabajo adoptar todo esto .
60182,True,childes,Mexican,Mexico,LAD-COP,"+"" buenos días, mi nombre es fulanito y &t , el día de hoy les voy a hablar acerca de por ejemplo del hurón, el hurón ."
60187,True,childes,Mexican,Mexico,LAD-COP,"o si estoy viendo yo oficios, &mi , mis compañeras también tratan de ver oficios, entonces vemos como todo lo planeamos un mes antes, hacemos nuestros programas, a pues entonces este mes vamos a_ver, por ejemplo si son oficios, vamos a ir a, a ver a los bomberos, no ?"
60199,True,childes,Mexican,Mexico,LAD-COP,"+< no, está muy bien que lo hagas porque ellos, hazte cuenta que ellos lo adoptan, luego es bonito que hasta en casa llegan en casa y que may_I_come_in@s:eng, ya te, ya ves utilizan comandos y es bueno ."
60218,True,childes,Mexican,Mexico,LAD-COP,sí ?
60262,True,childes,Mexican,Mexico,MOT-COP,&aha .
60264,True,childes,Mexican,Mexico,MOT-COP,"+< y es la actualización como tú dices porque yo, yo he querido actualizarme hasta en &m , en cantos y juegos hasta en español ."
60265,True,childes,Mexican,Mexico,LAD-COP,sí .
60281,True,childes,Mexican,Mexico,LAD-COP,"ves todo, o sea que están motivos que muy complejos, sin darte cuenta te vas metiendo en todo ."
60294,True,childes,Mexican,Mexico,MOT-COP,"&ah ya, ándale rayadito ."
60296,True,childes,Mexican,Mexico,LAD-COP,xxx que viene padrísima .
60309,True,childes,Mexican,Mexico,MOT-COP,&ajá .
60353,True,childes,Mexican,Mexico,MOT-COP,y (.) al reforzarlo tienes que involucrarte en todo lo que están haciendo .
60359,True,childes,Mexican,Mexico,MOT-COP,"+, en este sentido, yo me imagino adonde yo estoy a lo mejor me pondrían perros y me dirían “para qué quiere tanto material” ."
60363,True,childes,Mexican,Mexico,MOT-COP,&mhm .
60366,True,childes,Mexican,Mexico,LAD-COP,"+, yo le entrego todos los lunes o sea yo lo hago el fin de semana, entonces ya tengo el que tener listos cuentos de que aquí pongo actividad, lo que voy a lograr, pongo al final materiales y ya sé lo que tengo marco con, con, y trato de con marcatextos poner lo que tengo que hacer con anterioridad ."
60378,True,childes,Mexican,Mexico,LAD-COP,&ajá pero que en primaria son cien .
60385,True,childes,Mexican,Mexico,LAD-COP,sí .
60389,True,childes,Mexican,Mexico,LAD-COP,"+"" hoy no nos vas a dar clase de inglés ?"
60395,True,childes,Mexican,Mexico,MOT-COP,+< &ay que bonitos o sea te extrañan no ?
60409,True,childes,Mexican,Mexico,LAD-COP,"pero si tú sabes de que “no nos vamos a parar” de poner reglas y detenerlos así y en primaria pues llegas, saludas, das tu tema, es como que muy soso no ?"
60437,True,childes,Mexican,Mexico,LAD-COP,sí sí y a éste lo ves grande en comparación de la bebé .
60439,True,childes,Mexican,Mexico,LAD-COP,"+< sí yo así lo veo yo no me la creo &fi , y mira que yo las disfruté porque también desde maternal las dos han estado conmigo ."
60451,True,childes,Mexican,Mexico,MOT-COP,"dile “sí, me pega” ."
60468,True,childes,Mexican,Mexico,MOT-COP,"pero qué bonito eso que me platicas, digo, y justamente que ahorita va a empezar el nuevo ciclo escolar ."
60469,True,childes,Mexican,Mexico,LAD-COP,sí .
60476,True,childes,Mexican,Mexico,MOT-COP,&mhm .
60480,True,childes,Mexican,Mexico,LAD-COP,"+< no, no lo vemos todo el tiempo, hazte cuenta que ya lo vi hoy, les enseño la canción ."
60486,True,childes,Mexican,Mexico,MOT-COP,&mhm .
60502,True,childes,Mexican,Mexico,LAD-COP,"la de, la, La_Maestra_Preescolar, perdón, no, era la de La_Maestra_Preescolar ."
60515,True,childes,Mexican,Mexico,MOT-COP,"hay una que recuerdo, no, este, tap_shoe@s:eng, no me acuerdo que (.) me acuerdo que me la enseñaron cuando yo estudiaba inglés y siempre me acordé y dije &ay, perdí mi hojita, se las voy a enseñar a los niños y ya, no me acuerdo, por allá ."
60533,True,childes,Mexican,Mexico,MOT-COP,"+"" &ay otra vez ."
60542,True,childes,Mexican,Mexico,MOT-COP,&mhm .
60586,True,childes,Mexican,Mexico,LAD-COP,"y es lo que dicen, pero es fácil detectar porque como, nos explicaban también eso, no todos los niños van a tener problema, sino que tú vas a ir poco a poquito, y ni lo vas a ver en un día ."
60587,True,childes,Mexican,Mexico,LAD-COP,"entonces tal vez cuando escribiste de repente viste que un niño lo hizo así, y si ya tienes más de cinco niños con el problema, pues ya te sales al patio a hacerlo ."
60592,True,childes,Mexican,Mexico,LAD-COP,"ella sola, y sí échatelo tú sola ."
60594,True,childes,Mexican,Mexico,LAD-COP,"pues sí era más difícil, era como dicen, no es que es más difícil la clase que tienes, es que en Sep te prohiben llevar cuadernos ."
60597,True,childes,Mexican,Mexico,MOT-COP,&ay qué rico !
60600,True,childes,Mexican,Mexico,LAD-COP,"+"" &ay cuánto me cobras por que venga dos veces por semana ."
60608,True,childes,Mexican,Mexico,LAD-COP,"entonces me lo comí, me lo comí, me comí los niveles pero fue más que nada porque yo no quería sentir que no estaba haciendo nada ."
60609,True,childes,Mexican,Mexico,MOT-COP,&ajá .
60621,True,childes,Mexican,Mexico,MOT-COP,+< &ay qué bonito !
60629,True,childes,Mexican,Mexico,MOT-COP,&mhm .
60635,True,childes,Mexican,Mexico,LAD-COP,"es como te digo, pero así caras sí bien lindas ."
